timestamp,cluster_id,active_gpu_count,gpu_utilization_pct,tokens_per_sec,power_kw_it,power_kw_cooling,power_kw_total,battery_soc_pct,electricity_price_usd_per_kwh,ambient_temp_c,gpu_temp_avg_c,gpu_temp_max_c,hour,date,cooling_to_it_ratio,power_per_token,battery_state,thermal_state,workload_state,price_state,battery_action,power_source,compute_mode,decision_reason,cost_actual,cost_baseline,cost_savings,it_load_kwh
2026-03-24 00:10:00,cluster_a,12,35.71878844233365,7029,9.57,2.87,12.44,99.8,0.15,22.17614217434574,68.5625373645502,74.28896671670331,2026-03-24 00:00:00,2026-03-24,0.2998955067920585,0.0017698107838952,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031099999999999996,0.031099999999999996,0.0,0.20733333333333331
2026-03-24 00:11:00,cluster_a,12,50.29440817451047,6663,11.03,3.31,14.34,99.78,0.15,25.22781661090568,75.34200374584597,84.23866722243221,2026-03-24 00:00:00,2026-03-24,0.300090661831369,0.0021521837010355,high,hot,medium,cheap,hold,grid,critical_only,thermal_limit_high,0.03585,0.03585,0.0,0.239
2026-03-24 00:12:00,cluster_a,12,30.39684366338095,6308,9.04,2.71,11.75,99.76,0.15,22.91978883545796,77.71938800622907,83.96698400331061,2026-03-24 00:00:00,2026-03-24,0.2997787610619469,0.0018627140139505,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029375,0.029375,0.0,0.19583333333333333
2026-03-24 00:13:00,cluster_a,12,33.21341486020714,6433,9.32,2.8,12.12,99.74,0.15,24.62305720465537,74.4704029910921,82.0134780658111,2026-03-24 00:00:00,2026-03-24,0.3004291845493562,0.0018840354422508,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030299999999999997,0.030299999999999997,0.0,0.20199999999999999
2026-03-24 00:14:00,cluster_a,12,42.255262742865376,7676,10.23,3.07,13.3,99.72,0.15,20.367932333161168,69.68360721401802,79.14546866060675,2026-03-24 00:00:00,2026-03-24,0.3000977517106549,0.0017326732673267,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.03325,0.03325,0.0,0.22166666666666668
2026-03-24 00:15:00,cluster_a,12,33.76643121401051,6799,9.38,2.81,12.19,99.7,0.15,25.13751231024997,70.59204597328274,80.69775187977203,2026-03-24 00:00:00,2026-03-24,0.2995735607675906,0.001792910722165,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030475,0.030475,0.0,0.20316666666666666
2026-03-24 00:16:00,cluster_a,12,43.02019775977558,7128,10.3,3.09,13.39,99.68,0.15,28.161698457089138,68.24727600222069,73.24564060564465,2026-03-24 00:00:00,2026-03-24,0.3,0.0018785072951739,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.033475,0.033475,0.0,0.22316666666666668
2026-03-24 00:17:00,cluster_a,12,43.97232547912093,6738,10.4,3.12,13.52,99.66,0.15,21.216110605299413,71.31712264286477,78.70340395065767,2026-03-24 00:00:00,2026-03-24,0.3,0.0020065301276343,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.0338,0.0338,0.0,0.22533333333333333
2026-03-24 00:18:00,cluster_a,12,39.9263276820236,8037,9.99,3.0,12.99,99.64,0.15,28.73333801817444,67.51914554509499,81.42859120417073,2026-03-24 00:00:00,2026-03-24,0.3003003003003003,0.0016162747293766,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.032475,0.032475,0.0,0.2165
2026-03-24 00:19:00,cluster_a,12,33.038210987326885,6814,9.3,2.79,12.09,99.62,0.15,20.146500112614063,76.4864298117648,72.55915352775959,2026-03-24 00:00:00,2026-03-24,0.3,0.0017742882301144,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030224999999999995,0.030224999999999995,0.0,0.20149999999999998
2026-03-24 00:20:00,cluster_a,12,33.868409438917645,6785,9.39,2.82,12.21,99.6,0.15,26.491368778880577,69.80402318001991,73.99993071422949,2026-03-24 00:00:00,2026-03-24,0.3003194888178913,0.0017995578481945,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030525,0.030525,0.0,0.20350000000000001
2026-03-24 00:21:00,cluster_a,12,30.0,7197,9.0,2.7,11.7,99.58,0.15,24.85906210306092,65.63887230007559,76.20346849194003,2026-03-24 00:00:00,2026-03-24,0.3,0.0016256773655689,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029249999999999995,0.029249999999999995,0.0,0.19499999999999998
2026-03-24 00:22:00,cluster_a,12,38.44446976667544,6986,9.84,2.95,12.79,99.56,0.15,29.284190011717435,66.49615717354186,73.0176125479773,2026-03-24 00:00:00,2026-03-24,0.2997967479674797,0.001830804466075,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031974999999999996,0.031974999999999996,0.0,0.21316666666666664
2026-03-24 00:23:00,cluster_a,12,35.47484909883273,6882,9.55,2.86,12.41,99.54,0.15,24.398292781284404,74.99976835830708,80.4109496777499,2026-03-24 00:00:00,2026-03-24,0.2994764397905758,0.0018032548677709,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031025,0.031025,0.0,0.20683333333333334
2026-03-24 00:24:00,cluster_a,12,34.37815208027926,5838,9.44,2.83,12.27,99.52,0.15,24.74378347700791,72.99288593721352,71.09664372399791,2026-03-24 00:00:00,2026-03-24,0.2997881355932204,0.0021017471736896,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030674999999999997,0.030674999999999997,0.0,0.2045
2026-03-24 00:25:00,cluster_a,12,36.89578378409198,6804,9.69,2.91,12.6,99.5,0.15,23.64252584272949,73.35917581308577,76.06490636557159,2026-03-24 00:00:00,2026-03-24,0.3003095975232198,0.0018518518518518,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.0315,0.0315,0.0,0.21
2026-03-24 00:26:00,cluster_a,12,49.84160831844986,6182,10.98,3.29,14.27,99.48,0.15,23.631851085843586,68.90341542533382,79.90295131814442,2026-03-24 00:00:00,2026-03-24,0.2996357012750455,0.0023083144613393,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.035675,0.035675,0.0,0.2378333333333333
2026-03-24 00:27:00,cluster_a,12,33.12080981065282,7114,9.31,2.79,12.1,99.46,0.15,29.597967370749807,71.26543898025633,74.05137597296486,2026-03-24 00:00:00,2026-03-24,0.2996777658431793,0.0017008715209446,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03025,0.03025,0.0,0.20166666666666666
2026-03-24 00:28:00,cluster_a,12,30.36633590522493,6681,9.04,2.71,11.75,99.44,0.15,22.75784604477293,66.89517542618745,80.81668910109423,2026-03-24 00:00:00,2026-03-24,0.2997787610619469,0.0017587187546774,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029375,0.029375,0.0,0.19583333333333333
2026-03-24 00:29:00,cluster_a,12,35.90596901077333,7987,9.59,2.88,12.47,99.42,0.15,23.67700780248424,68.30975792139789,80.25452585558394,2026-03-24 00:00:00,2026-03-24,0.3003128258602711,0.0015612870915237,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031175,0.031175,0.0,0.20783333333333334
2026-03-24 00:30:00,cluster_a,12,44.09028695486759,7353,10.41,3.12,13.53,99.4,0.15,25.02789468453817,72.92232499961672,83.37784467359697,2026-03-24 00:00:00,2026-03-24,0.2997118155619596,0.0018400652794777,high,warm,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.033824999999999994,0.033824999999999994,0.0,0.22549999999999998
2026-03-24 00:31:00,cluster_a,12,32.62343985576065,6665,9.26,2.78,12.04,99.38,0.15,26.704366037594177,79.82016730114465,82.8672021523193,2026-03-24 00:00:00,2026-03-24,0.3002159827213823,0.0018064516129032,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.0301,0.0301,0.0,0.20066666666666666
2026-03-24 00:32:00,cluster_a,12,30.0,6791,9.0,2.7,11.7,99.36,0.15,22.16320993085672,72.86056725275019,73.8673710378104,2026-03-24 00:00:00,2026-03-24,0.3,0.0017228685024296,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029249999999999995,0.029249999999999995,0.0,0.19499999999999998
2026-03-24 00:33:00,cluster_a,12,31.948384424965063,8133,9.19,2.76,11.95,99.34,0.15,25.701196781752188,74.23278144119224,73.04578997347801,2026-03-24 00:00:00,2026-03-24,0.3003264417845484,0.0014693225132177,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029875,0.029875,0.0,0.19916666666666666
2026-03-24 00:34:00,cluster_a,12,45.42798056279553,7677,10.54,3.16,13.7,99.32,0.15,26.481587832128724,69.1698162215881,78.28375274364724,2026-03-24 00:00:00,2026-03-24,0.2998102466793169,0.0017845512570014,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.034249999999999996,0.034249999999999996,0.0,0.2283333333333333
2026-03-24 00:35:00,cluster_a,12,36.59741255361614,8239,9.66,2.9,12.56,99.3,0.15,28.262319733488752,67.14347214045434,82.38383173540572,2026-03-24 00:00:00,2026-03-24,0.3002070393374741,0.0015244568515596,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.0314,0.0314,0.0,0.20933333333333334
2026-03-24 00:36:00,cluster_a,12,31.937732152391625,6916,9.19,2.76,11.95,99.28,0.15,20.79633455075873,70.7038709964817,75.53682668626773,2026-03-24 00:00:00,2026-03-24,0.3003264417845484,0.0017278773857721,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029875,0.029875,0.0,0.19916666666666666
2026-03-24 00:37:00,cluster_a,12,33.89113399792577,6720,9.39,2.82,12.21,99.26,0.15,27.61331132661669,66.89887152164545,74.0200276922006,2026-03-24 00:00:00,2026-03-24,0.3003194888178913,0.0018169642857142,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030525,0.030525,0.0,0.20350000000000001
2026-03-24 00:38:00,cluster_a,12,39.87246778497722,7676,9.99,3.0,12.99,99.24,0.15,21.46643917036097,77.25677852354505,82.63571568001323,2026-03-24 00:00:00,2026-03-24,0.3003003003003003,0.0016922876498176,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.032475,0.032475,0.0,0.2165
2026-03-24 00:39:00,cluster_a,12,34.97500091398795,7152,9.5,2.85,12.35,99.22,0.15,20.173896610252992,69.86444873957566,75.63231771869509,2026-03-24 00:00:00,2026-03-24,0.3,0.0017267897091722,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030874999999999996,0.030874999999999996,0.0,0.2058333333333333
2026-03-24 00:40:00,cluster_a,12,32.6662366268063,7199,9.27,2.78,12.05,99.2,0.15,21.214882126190112,69.02504425177787,81.50611274356922,2026-03-24 00:00:00,2026-03-24,0.2998921251348436,0.0016738435893874,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030125,0.030125,0.0,0.20083333333333334
2026-03-24 00:41:00,cluster_a,12,37.53411398411014,6953,9.75,2.92,12.67,99.18,0.15,27.82720415590736,79.22631427804255,79.87112220545204,2026-03-24 00:00:00,2026-03-24,0.2994871794871794,0.001822235006472,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031675,0.031675,0.0,0.21116666666666667
2026-03-24 00:42:00,cluster_a,12,33.8089238130775,7331,9.38,2.81,12.19,99.16,0.15,20.77270793978864,66.8244622055238,77.21698589006965,2026-03-24 00:00:00,2026-03-24,0.2995735607675906,0.0016628018005729,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030475,0.030475,0.0,0.20316666666666666
2026-03-24 00:43:00,cluster_a,12,38.964388958967255,6380,9.9,2.97,12.87,99.14,0.15,29.10591937817951,72.38708459887391,73.46960681643935,2026-03-24 00:00:00,2026-03-24,0.3,0.0020172413793103,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.032174999999999995,0.032174999999999995,0.0,0.2145
2026-03-24 00:44:00,cluster_a,12,33.04410062319532,7303,9.3,2.79,12.09,99.12,0.15,29.90851751729944,76.27966295071903,81.51393696793502,2026-03-24 00:00:00,2026-03-24,0.3,0.0016554840476516,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030224999999999995,0.030224999999999995,0.0,0.20149999999999998
2026-03-24 00:45:00,cluster_a,12,39.13203176623836,7236,9.91,2.97,12.88,99.1,0.15,22.57218762893791,75.71605009688315,78.50524415166024,2026-03-24 00:00:00,2026-03-24,0.2996972754793138,0.001779988944168,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.0322,0.0322,0.0,0.21466666666666667
2026-03-24 00:46:00,cluster_a,12,33.11108984637852,6908,9.31,2.79,12.1,99.08,0.15,21.69621585887804,69.9552798863692,82.26225715523643,2026-03-24 00:00:00,2026-03-24,0.2996777658431793,0.0017515923566878,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03025,0.03025,0.0,0.20166666666666666
2026-03-24 00:47:00,cluster_a,12,36.18509496622772,8030,9.62,2.89,12.51,99.06,0.15,29.151043983579747,76.0880524211795,84.91891948158562,2026-03-24 00:00:00,2026-03-24,0.3004158004158004,0.001557907845579,high,hot,low,cheap,hold,grid,critical_only,thermal_limit_high,0.031275,0.031275,0.0,0.2085
2026-03-24 00:48:00,cluster_a,12,32.755364051282235,6755,9.28,2.78,12.06,99.04,0.15,27.499457467941227,67.21151967134462,74.93529486855726,2026-03-24 00:00:00,2026-03-24,0.2995689655172414,0.0017853441894892,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03015,0.03015,0.0,0.201
2026-03-24 00:49:00,cluster_a,12,36.38590076530396,7685,9.64,2.89,12.53,99.02,0.15,20.020011159673547,66.39824131518537,81.27765061764985,2026-03-24 00:00:00,2026-03-24,0.2997925311203319,0.0016304489264801,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031325,0.031325,0.0,0.20883333333333332
2026-03-24 00:50:00,cluster_a,12,44.20365092365559,6914,10.42,3.13,13.55,99.0,0.15,22.12023546917374,74.21779699964154,70.44034546185293,2026-03-24 00:00:00,2026-03-24,0.300383877159309,0.0019597917269308,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.033874999999999995,0.033874999999999995,0.0,0.22583333333333333
2026-03-24 00:51:00,cluster_a,12,38.94683906831597,7308,9.89,2.97,12.86,98.98,0.15,22.62023662696135,75.17229672413143,77.45147745390489,2026-03-24 00:00:00,2026-03-24,0.3003033367037411,0.001759715380405,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03215,0.03215,0.0,0.21433333333333332
2026-03-24 00:52:00,cluster_a,12,40.49296633824352,7224,10.05,3.02,13.07,98.96,0.15,23.034558338098577,75.68939087816574,82.67942925684446,2026-03-24 00:00:00,2026-03-24,0.3004975124378109,0.0018092469545957,high,warm,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.032674999999999996,0.032674999999999996,0.0,0.21783333333333332
2026-03-24 00:53:00,cluster_a,12,31.92921979089565,7697,9.19,2.76,11.95,98.94,0.15,29.5947215486524,66.0991367117715,79.3233034129292,2026-03-24 00:00:00,2026-03-24,0.3003264417845484,0.0015525529427049,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029875,0.029875,0.0,0.19916666666666666
2026-03-24 00:54:00,cluster_a,12,39.42809216758646,7338,9.94,2.98,12.92,98.92,0.15,21.008647790133622,72.94279881371497,72.47357567506278,2026-03-24 00:00:00,2026-03-24,0.2997987927565392,0.0017606977378032,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.032299999999999995,0.032299999999999995,0.0,0.21533333333333332
2026-03-24 00:55:00,cluster_a,12,36.74374970745374,6890,9.67,2.9,12.57,98.9,0.15,25.162775012432057,69.04891303915686,74.52649974187128,2026-03-24 00:00:00,2026-03-24,0.2998965873836608,0.0018243831640058,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031424999999999995,0.031424999999999995,0.0,0.2095
2026-03-24 00:56:00,cluster_a,12,32.02840103424104,7023,9.2,2.76,11.96,98.88,0.15,22.750607459015228,74.72528426177712,78.27849276216972,2026-03-24 00:00:00,2026-03-24,0.3,0.0017029759362095,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.0299,0.0299,0.0,0.19933333333333333
2026-03-24 00:57:00,cluster_a,12,36.97540110886455,7819,9.7,2.91,12.61,98.86,0.15,25.147207257666103,68.63846854064789,75.15043468921685,2026-03-24 00:00:00,2026-03-24,0.3,0.001612738201816,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031525,0.031525,0.0,0.21016666666666664
2026-03-24 00:58:00,cluster_a,12,34.61853346257867,7860,9.46,2.84,12.3,98.84,0.15,24.38943245568096,73.82315725431856,78.50545548387524,2026-03-24 00:00:00,2026-03-24,0.3002114164904862,0.0015648854961832,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03075,0.03075,0.0,0.20500000000000002
2026-03-24 00:59:00,cluster_a,12,30.0,5904,9.0,2.7,11.7,98.82,0.15,22.891151770983576,68.70876520472028,75.19380454994811,2026-03-24 00:00:00,2026-03-24,0.3,0.0019817073170731,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029249999999999995,0.029249999999999995,0.0,0.19499999999999998
2026-03-24 01:00:00,cluster_a,12,35.38396025124504,7571,9.54,2.86,12.4,98.8,0.15,23.277870651326005,72.62226442466245,76.59397683000022,2026-03-24 01:00:00,2026-03-24,0.29979035639413,0.0016378285563333,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031,0.031,0.0,0.20666666666666667
2026-03-24 01:01:00,cluster_a,12,30.0,6997,9.0,2.7,11.7,98.78,0.15,27.395384521848623,67.38346998029763,79.92258443938265,2026-03-24 01:00:00,2026-03-24,0.3,0.0016721452050878,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029249999999999995,0.029249999999999995,0.0,0.19499999999999998
2026-03-24 01:02:00,cluster_a,12,34.25406136210376,7094,9.43,2.83,12.26,98.76,0.15,25.866259287952985,68.13377113896132,74.26859983049299,2026-03-24 01:00:00,2026-03-24,0.3001060445387062,0.0017282210318579,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03065,0.03065,0.0,0.20433333333333334
2026-03-24 01:03:00,cluster_a,12,30.0,6633,9.0,2.7,11.7,98.74,0.15,28.851611493864844,72.43021545103572,84.47528116031206,2026-03-24 01:00:00,2026-03-24,0.3,0.0017639077340569,high,hot,low,cheap,hold,grid,critical_only,thermal_limit_high,0.029249999999999995,0.029249999999999995,0.0,0.19499999999999998
2026-03-24 01:04:00,cluster_a,12,33.6042856294639,6398,9.36,2.81,12.17,98.72,0.15,27.18802541990345,66.63242638329073,80.3150437289106,2026-03-24 01:00:00,2026-03-24,0.3002136752136752,0.0019021569240387,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030425,0.030425,0.0,0.20283333333333334
2026-03-24 01:05:00,cluster_a,12,38.685192513344354,7088,9.87,2.96,12.829999999999998,98.7,0.15,21.656646512178185,66.03345525621398,78.04761901991407,2026-03-24 01:00:00,2026-03-24,0.2998986828774063,0.0018101015801354,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03207499999999999,0.03207499999999999,0.0,0.2138333333333333
2026-03-24 01:06:00,cluster_a,12,39.57693983436755,7495,9.96,2.99,12.95,98.68,0.15,28.269873855403432,79.11295639715792,75.22325859431336,2026-03-24 01:00:00,2026-03-24,0.3002008032128514,0.0017278185456971,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.032374999999999994,0.032374999999999994,0.0,0.21583333333333332
2026-03-24 01:07:00,cluster_a,12,30.0,7223,9.0,2.7,11.7,98.66,0.15,22.57360448216445,72.85393791188626,80.60567998782221,2026-03-24 01:00:00,2026-03-24,0.3,0.0016198255572476,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029249999999999995,0.029249999999999995,0.0,0.19499999999999998
2026-03-24 01:08:00,cluster_a,12,34.24151347734942,7241,9.42,2.83,12.25,98.64,0.15,29.128131152026043,71.02845083278498,82.71067248234732,2026-03-24 01:00:00,2026-03-24,0.3004246284501061,0.0016917552824195,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.030625,0.030625,0.0,0.20416666666666666
2026-03-24 01:09:00,cluster_a,12,36.83873939557704,7536,9.68,2.9,12.58,98.62,0.15,22.42076590231617,68.08132943122408,77.60197072462506,2026-03-24 01:00:00,2026-03-24,0.2995867768595041,0.0016693205944798,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03145,0.03145,0.0,0.20966666666666667
2026-03-24 01:10:00,cluster_a,12,36.71405336715593,6765,9.67,2.9,12.57,98.6,0.15,29.87404475826636,69.96833521268638,82.81300074374843,2026-03-24 01:00:00,2026-03-24,0.2998965873836608,0.0018580931263858,high,warm,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031424999999999995,0.031424999999999995,0.0,0.2095
2026-03-24 01:11:00,cluster_a,12,33.37233911118237,5720,9.34,2.8,12.14,98.58,0.15,29.60583093660927,72.35825507557045,79.93640839910854,2026-03-24 01:00:00,2026-03-24,0.2997858672376873,0.0021223776223776,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.03035,0.03035,0.0,0.20233333333333334
2026-03-24 01:12:00,cluster_a,12,48.445998995238725,7856,10.84,3.25,14.09,98.56,0.15,27.96470880669965,79.9382898440603,74.52196409430213,2026-03-24 01:00:00,2026-03-24,0.2998154981549815,0.0017935336048879,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.035225,0.035225,0.0,0.23483333333333334
2026-03-24 01:13:00,cluster_a,12,30.0,7419,9.0,2.7,11.7,98.54,0.15,23.470555073811138,65.4134594800056,73.39769847184533,2026-03-24 01:00:00,2026-03-24,0.3,0.001577031945006,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029249999999999995,0.029249999999999995,0.0,0.19499999999999998
2026-03-24 01:14:00,cluster_a,12,42.24085203125929,7623,10.22,3.07,13.29,98.52,0.15,23.42190834940488,73.79700160013721,72.77453916001055,2026-03-24 01:00:00,2026-03-24,0.3003913894324853,0.0017434081070444,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.033225,0.033225,0.0,0.22149999999999997
2026-03-24 01:15:00,cluster_a,12,44.54748660335652,7272,10.45,3.14,13.59,98.5,0.15,22.543635915362625,67.87745518529752,75.64677683092089,2026-03-24 01:00:00,2026-03-24,0.3004784688995215,0.0018688118811881,high,normal,medium,cheap,hold,grid,reduced,cheap_grid_reduce_mode,0.033975,0.033975,0.0,0.2265
2026-03-24 01:16:00,cluster_a,12,30.489609133494085,7988,9.05,2.72,11.77,98.48,0.15,25.78004090712427,78.95346486973959,71.50178910863603,2026-03-24 01:00:00,2026-03-24,0.3005524861878453,0.0014734601902854,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.029424999999999996,0.029424999999999996,0.0,0.19616666666666666
2026-03-24 01:17:00,cluster_a,12,39.09674553322751,6746,9.91,2.97,12.88,98.46,0.15,23.54292982157586,78.5805143088507,75.86676326124959,2026-03-24 01:00:00,2026-03-24,0.2996972754793138,0.0019092795730803,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.0322,0.0322,0.0,0.21466666666666667
2026-03-24 01:18:00,cluster_a,12,37.69539987736715,7444,9.77,2.93,12.7,98.44,0.15,20.760271471800937,67.82781788205182,74.48623288762533,2026-03-24 01:00:00,2026-03-24,0.2998976458546571,0.0017060720042987,high,normal,low,cheap,hold,grid,critical_only,cheap_grid_critical_only,0.031749999999999994,0.031749999999999994,0.0,0.21166666666666664
